"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize"
"PixelChampion","Warrior Princess","false","false","TID_PIXEL_CHAMPION","image/skin_icons/rc_pixel_dl_opt.ktx","sc3d/royalchampion_pixel_geo_dl_opt.glb","sc3d/royalchampion_pixel_a_dl_opt.ktx",,"sc3d/royalchampion_pixel_m_dl_opt.ktx","sc3d/royalchampion_pixel_a_dl_opt.ktx",,,"WarriorPrincessPixelSkin",,10000,225,225,,,"Pixel Champion Spawn Effect","Pixel Champion Attack",,,,,"Pixel Champion Die","Pixel Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPixel spear",,"RoyalChampionPixel shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"PartyChampion","Warrior Princess","false","false","TID_PARTY_CHAMPION","image/skin_icons/rc_party_dl_opt.ktx","sc3d/royalchampion_party_geo_dl_opt.glb","sc3d/royalchampion_party_a_dl_opt.ktx","sc3d/royalchampion_party_n_dl_opt.ktx","sc3d/royalchampion_party_m_dl_opt.ktx",,,,"WarriorPrincessPartySkin",,10000,225,225,,,"Party Champion Deploy","Party Champion Attack",,,,,"Party Champion Die","Party Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionParty spear",,"RoyalChampionParty shield",,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.ktx","TID_SKIN_THEME_ANNIVERSARY",2022,"true","true","true","false","false","false","false","false","false","false",,,,0
"TH15Champion","Warrior Princess","false","false","TID_TH15_CHAMPION","image/skin_icons/rc_magic_dl_opt.ktx","sc3d/royalchampion_th15_geo_dl_opt.glb","sc3d/royalchampion_th15_a_dl_opt.ktx","sc3d/royalchampion_th15_n_dl_opt.ktx","sc3d/royalchampion_th15_m_dl_opt.ktx","sc3d/royalchampion_th15_e_dl_opt.ktx",,,"WarriorPrincessTH15Skin",,10000,225,225,,,"Th15 RC Deploy",,,,,,"Party Champion Die","Party Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionTH15 spear",,"RoyalChampionTh15 shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"PirateChampion","Warrior Princess","false","false","TID_PIRATE_CHAMPION","image/skin_icons/rc_pirate_dl_opt.ktx","sc3d/royalchampion_pirate_geo_dl_opt.glb","sc3d/royalchampion_pirate_a_dl_opt.ktx","sc3d/royalchampion_pirate_n_dl_opt.ktx","sc3d/royalchampion_pirate_m_dl_opt.ktx",,,,"WarriorPrincessPirateSkin",,10000,225,225,,,"Royal Champion Deploy",,,,,,"Royal Champion Die",,,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPirate spear",,"RoyalChampionPirate shield",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"JollyChampion","Warrior Princess","false","false","TID_JOLLY_CHAMPION","image/skin_icons/rc_jolly_dl_opt.ktx","sc3d/royalchampion_jolly_geo_dl_opt.glb","sc3d/royalchampion_jolly_a_dl_opt.ktx","sc3d/royalchampion_jolly_n_dl_opt.ktx","sc3d/royalchampion_jolly_m_dl_opt.ktx",,,,"WarriorPrincessJollySkin",,10000,225,225,,,"JollyChampion_Deploy_SFX",,,,,,"Royal Champion Die",,,,,,,,"L_weapon_01_s","hips_s","RoyalChampionJolly spear",,"RoyalChampionJolly shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"WarriorChampion","Warrior Princess","false","false","TID_WARRIOR_CHAMPION","image/skin_icons/rc_warrior_dl_opt.ktx","sc3d/royalchampion_lunar_geo_dl_opt.glb","sc3d/royalchampion_lunar_a_dl_opt.ktx","sc3d/royalchampion_lunar_n_dl_opt.ktx","sc3d/royalchampion_lunar_m_dl_opt.ktx",,,,"WarriorPrincessLunarSkin",,10000,225,225,,,"Royal Champion Deploy","RoyalChampion_Lunar23_Atk_SFX",,,,,"Royal Champion Die","RoyalChampion_Lunar23_Ability_SFX",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionLunar spear",,"RoyalChampionLunar shield",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"PainterChampion","Warrior Princess","false","false","TID_PAINTER_CHAMPION","image/skin_icons/rc_colorfest_dl_opt.ktx","sc3d/royalchampion_painter_geo_dl_opt.glb","sc3d/royalchampion_painter_a_dl_opt.ktx","sc3d/royalchampion_painter_n_dl_opt.ktx","sc3d/royalchampion_painter_m_dl_opt.ktx",,,,"WarriorPrincessPainterSkin",,10000,225,225,,,"Painter RC Spawn Effect",,,,,,"Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionPainter spear",,"RoyalChampionPainter shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"DarkAgesChampion","Warrior Princess","false","false","TID_DARKAGES_CHAMPION","image/skin_icons/rc_darkages_dl_opt.ktx","sc3d/royalchampion_darkages_geo_dl_opt.glb","sc3d/royalchampion_darkages_a_dl_opt.ktx","sc3d/royalchampion_darkages_n_dl_opt.ktx","sc3d/royalchampion_darkages_m_dl_opt.ktx",,,,"WarriorPrincessDarkAgesSkin",,10000,225,225,,,"Dark Ages Champion Deploy",,,,,,"Royal Champion Die","Dark Ages Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionDarkAges spear",,"RoyalChampionDarkAges shield",,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","true","false",,,,0
"GhostChampion","Warrior Princess","false","false","TID_GHOST_CHAMPION","image/skin_icons/rc_ghost_dl_opt.ktx","sc3d/royalchampion_ghost_geo_dl_opt.glb","sc3d/royalchampion_ghost_a_dl_opt.ktx","sc3d/royalchampion_ghost_n_dl_opt.ktx","sc3d/royalchampion_ghost_m_dl_opt.ktx","sc3d/royalchampion_ghost_e_dl_opt.ktx",,,"WarriorPrincessGhostSkin",,10000,225,225,,,"RoyalChampion_Ghost_Deploy_SFX",,,,,"RoyalChampion_Ghost_Hit","Royal Champion Die","Champion Ability Effect",,,,,,,"L_weapon_01_s","hips_s","RoyalChampionGhost spear",,"RoyalChampionGhost shield",,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"WarriorKing","Barbarian King","false","false","TID_WARRIOR_KING","image/skin_icons/bk_cny_dl_opt.ktx","sc3d/barbking_cny_geo_dl_opt.glb","sc3d/barbking_cny_01_dl_opt.ktx","sc3d/barbking_cny_01_normal_dl_opt.ktx","sc3d/barbking_cny_01_material_dl_opt.ktx",,,,"BarbarianKingCNYSkin",,10000,225,225,,,"CNY King Deploy","Barbarian King Attack",,,,,"CNY King Die","CNY King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"LEGENDARY","image/theme_icons/lunar_ny_icon_dl_opt.ktx","TID_SKIN_THEME_LNY",2021,"true","true","true","true","true","true","false","false","false","false",,,,0
"RogueKing","Barbarian King","false","false","TID_ROGUE_KING","image/skin_icons/bk_rogue_dl_opt.ktx","sc3d/barbking_rogue_geo_dl_opt.glb","sc3d/barbking_rogue_01_dl_opt.ktx","sc3d/barbking_rogue_01_normal_dl_opt.ktx","sc3d/barbking_rogue_01_material_dl_opt.ktx",,,,"BarbarianKingRogueSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SavageKing","Barbarian King","false","false","TID_SAVAGE_KING","image/skin_icons/bk_savage_dl_opt.ktx","sc3d/barbking_savage_geo_dl_opt.glb","sc3d/barbking_savage_a_dl_opt.ktx","sc3d/barbking_savage_n_dl_opt.ktx","sc3d/barbking_savage_m_dl_opt.ktx",,,,"BarbarianKingSavageSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default","oni",100,"BASIC",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JungleKing","Barbarian King","false","false","TID_JUNGLE_KING","image/skin_icons/bk_jungle_dl_opt.ktx","sc3d/barbking_jungle_geo_dl_opt.glb","sc3d/barbking_jungle_a_dl_opt.ktx","sc3d/barbking_jungle_n_dl_opt.ktx","sc3d/barbking_jungle_m_dl_opt.ktx",,,,"BarbarianKingJungleSkin",,10000,225,225,"sfx/barbarian_king_scream_01.ogg",80,"Barbarian King Deploy","Barbarian King Attack",,,,,"Barbarian King Die","King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
,,,,,,,,,,,,,,,,,,"sfx/barbarian_king_deploy.ogg",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AnniversaryKing","Barbarian King","false","false","TID_ANNIVERSARY_KING","image/skin_icons/bk_party2_dl_opt.ktx","sc3d/barbking_party2_geo_dl_opt.glb","sc3d/barbking_party2_a_dl_opt.ktx","sc3d/barbking_party2_n_dl_opt.ktx","sc3d/barbking_party2_m_dl_opt.ktx","sc3d/barbking_party2_e_dl_opt.ktx",,,"BarbarianKingAnniversarySkin",,10000,225,225,,,"Party King 2 Deploy","Party King 2 Attack",,,,,"Barbarian King Die","Party King 2 Ability Effect",,,,,"party_bk_purple",,"B_effect_jnt","hips_s",,,,"BarbarianParty","Default",,100,"LEGENDARY","image/theme_icons/party_icon_dl_opt.ktx","TID_SKIN_THEME_ANNIVERSARY",2021,"true","true","true","true","true","true","true","true","false","false",,,,0
"GolemKing","Barbarian King","false","false","TID_GOLEM_KING","image/skin_icons/bk_golem_dl_opt.ktx","sc3d/barbking_golem_geo_dl_opt.glb","sc3d/barbking_golem_a_dl_opt.ktx","sc3d/barbking_golem_n_dl_opt.ktx","sc3d/barbking_golem_m_dl_opt.ktx",,,,"BarbarianKingGolemSkin",,10000,225,225,,,"Golem King Deploy","Golem King Attack",,,,,"Golem King Die","Golem King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"IceKing","Barbarian King","false","false","TID_ICE_KING","image/skin_icons/bk_ice_dl_opt.ktx","sc3d/barbking_ice_geo_dl_opt.glb","sc3d/barbking_ice_a_dl_opt.ktx","sc3d/barbking_ice_n_dl_opt.ktx","sc3d/barbking_ice_m_dl_opt.ktx","sc3d/barbking_ice_e_dl_opt.ktx",,,"BarbarianKingIceSkin",,10000,225,225,,,"Ice_King_Deploy","Ice_King_Atk_Sfx",,,,,"Ice_King_Die","Ice_King_Ability_Effect",,,,"Ice King Spawn Effect",,,,"hips_s",,,,"BarbarianIce","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","true","true","false","false","false",,,,0
"TigerKing","Barbarian King","false","false","TID_TIGER_KING","image/skin_icons/bk_tiger_dl_opt.ktx","sc3d/barbking_tiger_geo_dl_opt.glb","sc3d/barbking_tiger_a_dl_opt.ktx","sc3d/barbking_tiger_n_dl_opt.ktx","sc3d/barbking_tiger_m_dl_opt.ktx",,,,"BarbarianKingTigerSkin",,10000,225,225,,,"Tiger King Spawn Effect","Tiger King Attack",,,,"Tiger King hit","Barbarian King Die","Tiger King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianTiger","Default",,100,"LEGENDARY","image/theme_icons/lunar_ny_icon_dl_opt.ktx","TID_SKIN_THEME_LNY",2022,"true","true","true","true","true","true","true","false","false","false",,,,0
"ShadowKing","Barbarian King","false","false","TID_SHADOW_KING","image/skin_icons/bk_shadow_dl_opt.ktx","sc3d/barbking_shadow_geo_dl_opt.glb","sc3d/barbking_shadow_a_dl_opt.ktx","sc3d/barbking_shadow_n_dl_opt.ktx","sc3d/barbking_shadow_m_dl_opt.ktx",,,,"BarbarianKingShadowSkin",,10000,225,225,,,"Shadow King Deploy",,,,,"Shadow King Hit","Shadow King Die","Shadow King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","false","false","true","false","false","false","false","false",,,,0
"SummerKing","Barbarian King","false","false","TID_SUMMER_KING","image/skin_icons/bk_summer_dl_opt.ktx","sc3d/barbking_summer_geo_dl_opt.glb","sc3d/barbking_summer_a_dl_opt.ktx","sc3d/barbking_summer_n_dl_opt.ktx","sc3d/barbking_summer_m_dl_opt.ktx",,,,"BarbarianKingSummerSkin",,10000,225,225,,,"Summer King Spawn Effect",,,,,"Summer King Hit","Summer King Die","Summer King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianSummer","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false",,,,0
"PixelKing","Barbarian King","false","false","TID_PIXEL_KING","image/skin_icons/bk_pixel_dl_opt.ktx","sc3d/barbking_pixel_geo_dl_opt.glb","sc3d/barbking_pixel_a_dl_opt.ktx",,"sc3d/barbking_pixel_m_dl_opt.ktx","sc3d/barbking_pixel_a_dl_opt.ktx",,,"BarbarianKingPixelSkin",,10000,225,225,,,"Pixel King Spawn Effect",,,,,"Pixel King Hit","Pixel King Die","Pixel King Ability Effect",,,,,,,,"hips_s",,,,"BarbarianPixel","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"ClashFestKing","Barbarian King","false","false","TID_CLASHFEST_KING","image/skin_icons/bk_clashfest_dl_opt.ktx","sc3d/barbking_clashfest_geo_dl_opt.glb","sc3d/barbking_clashfest_a_dl_opt.ktx","sc3d/barbking_clashfest_n_dl_opt.ktx","sc3d/barbking_clashfest_m_dl_opt.ktx",,,,"BarbarianKingClashFestSkin",,10000,225,225,,,"Barbarian King Deploy",,,,,"Pixel King Hit","Barbarian King Die","Pixel King Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"RogueQueen","Archer Queen","false","false","TID_ROGUE_QUEEN","image/skin_icons/aq_rogue_dl_opt.ktx","sc3d/archerqueen_rogue_geo_dl_opt.glb","sc3d/archerqueen_rogue_01_dl_opt.ktx",,"sc3d/archerqueen_rogue_01_material_dl_opt.ktx",,,,"ArcherQueenRogueSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"JungleQueen","Archer Queen","false","false","TID_JUNGLE_QUEEN","image/skin_icons/aq_jungle_dl_opt.ktx","sc3d/archerqueen_jungle_geo_dl_opt.glb","sc3d/archerqueen_jungle_a_dl_opt.ktx","sc3d/archerqueen_jungle_n_dl_opt.ktx","sc3d/archerqueen_jungle_m_dl_opt.ktx",,,,"ArcherQueenJungleSkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_bow_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","false","false","false","false","false","false","false",,,,0
"PartyQueen","Archer Queen","false","false","TID_PARTY_QUEEN","image/skin_icons/aq_party_dl_opt.ktx","sc3d/archerqueen_party_geo_dl_opt.glb","sc3d/archerqueen_party_a_dl_opt.ktx","sc3d/archerqueen_party_n_dl_opt.ktx","sc3d/archerqueen_party_m_dl_opt.ktx",,,,"ArcherQueenPartySkin",,10000,225,225,"sfx/archer_queen_scream_01.ogg",90,"Archer Queen Deploy","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,,"hips_s","ArcherQueenParty_arrow","ArcherQueenParty_arrow_rage","ArcherQueenParty_arrow",,"Default",,100,"GOLD","image/theme_icons/party_icon_dl_opt.ktx","TID_SKIN_THEME_ANNIVERSARY",2021,"true","true","true","false","false","false","false","false","false","false",,,,0
"ChampionQueen","Archer Queen","false","false","TID_CHAMPION_QUEEN","image/skin_icons/aq_champion_dl_opt.ktx","sc3d/archerqueen_champion_geo_dl_opt.glb","sc3d/archerqueen_champion_a_dl_opt.ktx","sc3d/archerqueen_champion_n_dl_opt.ktx","sc3d/archerqueen_champion_m_dl_opt.ktx",,,,"ArcherQueenChampionSkin",,10000,225,225,,,"Champion Queen Spawn Effect Offset","Champion Queen Attack",,,,"Champion Queen hit","Archer Queen Die","Champion Queen Ability Effect",,,,"Champion Queen Spawn Effect",,,"arrow_s","hips_s","ArcherQueenChamp arrow","ArcherQueenChamp arrow rage","ArcherQueenChamp arrow","ArcherChamp","Default",,100,"LEGENDARY","image/theme_icons/champion_icon_dl_opt.ktx","TID_SKIN_THEME_WORLDS",2021,"true","true","true","true","true","false","true","false","false","false",,,,0
"ShadowQueen","Archer Queen","false","false","TID_SHADOW_QUEEN","image/skin_icons/aq_dark_dl_opt.ktx","sc3d/archerqueen_dark_geo_dl_opt.glb","sc3d/archerqueen_dark_a_dl_opt.ktx","sc3d/archerqueen_dark_n_dl_opt.ktx","sc3d/archerqueen_dark_m_dl_opt.ktx",,,,"ArcherQueenDarkSkin",,10000,225,225,,,"Archer Queen Deploy","DAQ Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"arrow_01_s","hips_s","ArcherQueenDark arrow","ArcherQueenDark arrow rage","ArcherQueenDark arrow",,"Default",,100,"GOLD",,,0,"true","true","true","false","true","false","false","false","false","false",,,,0
"MinerQueen","Archer Queen","false","false","TID_MINER_QUEEN","image/skin_icons/aq_miner_dl_opt.ktx","sc3d/archerqueen_miner_geo_dl_opt.glb","sc3d/archerqueen_miner_a_dl_opt.ktx","sc3d/archerqueen_miner_n_dl_opt.ktx","sc3d/archerqueen_miner_m_dl_opt.ktx",,,,"ArcherQueenMinerSkin",,10000,225,225,,,"Miner Queen Deploy","Miner Queen Attack",,,,"Miner Queen Hit","Miner Queen Die","Miner Queen Ability Effect",,,,,,,"bomb_s","hips_s","ArcherQueenMiner arrow","ArcherQueenMiner arrow rage","ArcherQueenMiner arrow",,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"SummerQueen","Archer Queen","false","false","TID_SUMMER_QUEEN","image/skin_icons/aq_summer_dl_opt.ktx","sc3d/archerqueen_summer_geo_dl_opt.glb","sc3d/archerqueen_summer_a_dl_opt.ktx","sc3d/archerqueen_summer_n_dl_opt.ktx","sc3d/archerqueen_summer_m_dl_opt.ktx",,,,"ArcherQueenSummerSkin",,10000,225,225,,,"Summer Queen Deploy","Summer Queen Attack",,,,"Summer Queen Hit","Summer Queen Die","Summer Queen Ability Effect",,,,,,,"weaponArrow_s","hips_s","ArcherQueenSummer_arrow","ArcherQueenSummer arrow rage","ArcherQueenSummer_arrow",,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"PixelQueen","Archer Queen","false","false","TID_PIXEL_QUEEN","image/skin_icons/aq_pixel_dl_opt.ktx","sc3d/archerqueen_pixel_geo_dl_opt.glb","sc3d/archerqueen_pixel_a_dl_opt.ktx",,"sc3d/archerqueen_pixel_m_dl_opt.ktx","sc3d/archerqueen_pixel_a_dl_opt.ktx",,,"ArcherQueenPixelSkin",,10000,225,225,,,"Pixel Queen Deploy Effect","Pixel Queen Attack",,,,"Pixel Queen Hit","Pixel Queen Die","Pixel Queen Ability Effect",,,,,,,"R_weapon_01_s","hips_s","ArcherQueenPixel_arrow","ArcherQueenPixel arrow rage","ArcherQueenPixel_arrow","ArcherPixel","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"SpookyQueen","Archer Queen","false","false","TID_SPOOKY_QUEEN","image/skin_icons/aq_spooky_dl_opt.ktx","sc3d/archerqueen_spooky_geo_dl_opt.glb","sc3d/archerqueen_spooky_a_dl_opt.ktx","sc3d/archerqueen_spooky_n_dl_opt.ktx","sc3d/archerqueen_spooky_m_dl_opt.ktx",,,,"ArcherQueenSpookySkin",,10000,225,225,,,"AQ_Spooky_Deploy","AQ_Spooky_Atk_Mute",,,,,"AQ_Spooky_Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"TH15Queen","Archer Queen","false","false","TID_TH15_QUEEN","image/skin_icons/aq_magic_dl_opt.ktx","sc3d/archerqueen_th15_geo_dl_opt.glb","sc3d/archerqueen_th15_a_dl_opt.ktx","sc3d/archerqueen_th15_n_dl_opt.ktx","sc3d/archerqueen_th15_m_dl_opt.ktx","sc3d/archerqueen_th15_e_dl_opt.ktx",,,"ArcherQueenTH15Skin",,10000,225,225,,,"TH15 AQ Dep","ArcherQueen Attack",,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenTH15_arrow","ArcherQueenTH15 arrow rage","ArcherQueenTH15_arrow","ArcherMagic","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false",,,,0
"JollyQueen","Archer Queen","false","false","TID_JOLLY_QUEEN","image/skin_icons/aq_jolly_dl_opt.ktx","sc3d/archerqueen_jolly_geo_dl_opt.glb","sc3d/archerqueen_jolly_a_dl_opt.ktx","sc3d/archerqueen_jolly_n_dl_opt.ktx","sc3d/archerqueen_jolly_m_dl_opt.ktx",,,,"ArcherQueenJollySkin",,10000,225,225,,,"Archer Queen Deploy",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenJolly_arrow","ArcherQueenJolly arrow rage","ArcherQueenJolly_arrow",,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"DarkAgesQueen","Archer Queen","false","false","TID_DARKAGES_QUEEN","image/skin_icons/aq_darkages_dl_opt.ktx","sc3d/archerqueen_darkages_geo_dl_opt.glb","sc3d/archerqueen_darkages_a_dl_opt.ktx","sc3d/archerqueen_darkages_n_dl_opt.ktx","sc3d/archerqueen_darkages_m_dl_opt.ktx",,,,"ArcherQueenDarkAgesSkin",,10000,225,225,,,"Archer Queen Deploy",,,,,,"Archer Queen Die","Queen Ability Effect",,,,,,,"L_weapon_01_s","hips_s","ArcherQueenDarkAges_arrow","ArcherQueenDarkAges arrow rage","ArcherQueenDarkAges_arrow","ArcherDarkAges","Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","true","false","false","false",,,,0
"JollyWarden","Grand Warden","false","false","TID_JOLLY_WARDEN","image/skin_icons/gw_jolly_dl_opt.ktx","sc3d/grandwarden_jolly_geo_dl_opt.glb","sc3d/grandwarden_jolly_a_dl_opt.ktx","sc3d/grandwarden_jolly_n_dl_opt.ktx","sc3d/grandwarden_jolly_m_dl_opt.ktx",,,,"GrandWardenJollySkin","GrandWardenFlyJollySkin",10000,225,225,,,"Jolly Warden Deploy","JollyWarden Attack",,"JollyWarden Attack Air",,,"Grand Warden Die",,,,,,,,"staff_fx_jnt","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","false","false","false","false","false","false",,,,0
"WarriorWarden","Grand Warden","false","false","TID_WARRIOR_WARDEN","image/skin_icons/gw_warrior_dl_opt.ktx","sc3d/grandwarden_warrior_geo_dl_opt.glb","sc3d/grandwarden_warrior_a_dl_opt.ktx","sc3d/grandwarden_warrior_n_dl_opt.ktx","sc3d/grandwarden_warrior_m_dl_opt.ktx",,,,"GrandWardenWarriorSkin","GrandWardenFlyWarriorSkin",10000,225,225,,,"WarriorWarden Deploy","WarriorWarden Attack",,"WarriorWarden Attack2",,,"Grand Warden Die",,,,,,,,"weaponj2_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"ShadowWarden","Grand Warden","false","false","TID_SHADOW_WARDEN","image/skin_icons/gw_shadow_dl_opt.ktx","sc3d/grandwarden_dark_geo_dl_opt.glb","sc3d/grandwarden_dark_a_dl_opt.ktx","sc3d/grandwarden_dark_n_dl_opt.ktx","sc3d/grandwarden_dark_m_dl_opt.ktx","sc3d/grandwarden_dark_e_dl_opt.ktx",,,"GrandWardenShadowSkin","GrandWardenFlyShadowSkin",10000,225,225,,,"Shadow Warden Deploy","Shadow Warden Attack",,"Shadow Warden Attack Air",,"Shadow Warden Hit","Shadow Warden Die","Shadow Warden Shield",,,,,,,"staff_head_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"SummerWarden","Grand Warden","false","false","TID_SUMMER_WARDEN","image/skin_icons/gw_summer_dl_opt.ktx","sc3d/grandwarden_summer_geo_dl_opt.glb","sc3d/grandwarden_summer_a_dl_opt.ktx","sc3d/grandwarden_summer_n_dl_opt.ktx","sc3d/grandwarden_summer_m_dl_opt.ktx",,,,"GrandWardenSummerSkin","GrandWardenFlySummerSkin",10000,225,225,,,"Summer Warden Deploy","Summer Warden Attack",,"Summer Warden Attack Air",,"Summer Warden Hit","Summer Warden Die","Summer Warden Ability Effect",,,,,,,"megaphone_s","hips_s",,,,,"Default",,100,"GOLD",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
"PixelWarden","Grand Warden","false","false","TID_PIXEL_WARDEN","image/skin_icons/gw_pixel_dl_opt.ktx","sc3d/grandwarden_pixel_geo_dl_opt.glb","sc3d/grandwarden_pixel_a_dl_opt.ktx",,"sc3d/grandwarden_pixel_m_dl_opt.ktx","sc3d/grandwarden_pixel_a_dl_opt.ktx",,,"GrandWardenPixelSkin","GrandWardenFlyPixelSkin",10000,225,225,,,"Pixel Warden Spawn Effect","Pixel Warden Attack",,"Pixel Warden Attack Air",,"Pixel Warden Hit","Pixel Warden Die","Pixel Warden Ability Effect",,,,,,,"R_weapon_01_s","hips_s",,,,,"Default",,100,"LEGENDARY",,,0,"true","true","true","true","true","false","false","false","false","false",,,,0
