"Name","VisualLevel","TID","InfoTID","Speed","Hitpoints","UpgradeTimeH","UpgradeResource","UpgradeCost","RequiredTownHallLevel","AttackRange","AltAttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","IconSWF","IconExportName","BigPicture","BigPictureSWF","SmallPicture","SmallPictureSWF","Projectile","RageProjectile","PreferedTargetBuilding","DeployEffect","AttackEffect","AttackEffectAlt","HitEffect","HitEffectActive","IsFlying","AirTargets","GroundTargets","IsJumper","AttackCount","DieEffect","Animation","ActivationTime","ActiveDuration","AbilityAttackCount","AnimationActivated","MaxSearchRadiusForDefender","HousingSpace","HealerWeight","SpecialAbilityEffect","RegenerationTimeMinutes","TrainingTime","TrainingResource","TrainingCost","CelebrateEffect","SleepOffsetX","SleepOffsetY","PatrolRadius","AbilityTriggerEffect","AbilityAffectsHero","AbilityAffectsCharacter","AbilityRadius","AbilityTime","AbilityOnce","AbilityCooldown","AbilitySpeedBoost","AbilitySpeedBoost2","AbilityDamageBoostPercent","AbilitySummonTroop","AbilitySummonTroopCount","AbilityStealth","AbilityDamageBoostOffset","AbilityHealthIncrease","AbilityShieldProjectileSpeed","AbilityShieldProjectileDamageMod","AbilityTID","AbilityDescTID","AbilityIcon","AbilityBigPictureExportName","AbilityDelay","StrengthWeight","StrengthWeight2","AlertRadius","Scale","AuraSpell","AuraSpellLevel","AuraTID","AuraDescTID","AuraBigPictureExportName","AbilitySpell","AbilitySpellLevel","RetributionSpell","RetributionSpellLevel","RetributionSpellTriggerHealth","HasAltMode","AltModeFlying","AltModeAnimation","PreferedTargetBuildingClass","NoAttackOverWalls","TargetGroups","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","SmoothJump","WakeUpSpeed","WakeUpSpace","FriendlyGroupWeight","EnemyGroupWeight","AttackEffectShared","TargetedEffectOffset","TriggersTraps","VillageType","NoDefence","PreAttackEffect","AbilityAffectsSummonedUnits","DefaultSkin","AbilityProjectile","AbilityProjectileBounces","AbilityProjectileRange","AbilityProjectileCount","UseAutoHeroAbility","NewTargetAttackDelay","AbilityDamage","Gender","SpecialAbilities","SpecialAbilitiesLevel","AvoidNoiseInAttackPositionSelection","AbilityExtraPowerMaxLevel","PreviewScenario","AltPreviewScenario","ItemSlotCount","DefaultItems","MigrationGearLevel"
,71,,,,8075,78,,102500,13,,,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,10000,,,31,18,180,,32,,846,3850,,,,,,,,13933,9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,72,,,,8245,78,,105000,13,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,10000,,,31,18,180,,32,,846,3850,,,,,,,,14219,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,73,,,,8415,78,,107500,13,,,,,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,10000,,,31,18,180,,32,,846,3850,,,,,,,,14511,9390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,74,,,,8585,78,,110000,13,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,10000,,,31,18,180,,32,,846,3850,,,,,,,,14797,9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,13
,75,,,,8755,84,,112500,13,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,10000,,,32,19,185,,34,,922,4300,,,,,,,,15533,10207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,13
,76,,,,8917,84,,115000,14,,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,10000,,,32,19,185,,34,,922,4300,,,,,,,,15809,10389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,77,,,,9078,84,,117500,14,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,10000,,,32,19,185,,34,,922,4300,,,,,,,,16090,10574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,78,,,,9240,84,,120000,14,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,10000,,,32,19,185,,34,,922,4300,,,,,,,,16366,10755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,79,,,,9401,84,,122500,14,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,10000,,,32,19,185,,34,,922,4300,,,,,,,,16647,10940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,14
,80,,,,9563,90,,125000,14,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,10000,,,33,20,190,,36,,990,4700,,,,,,,,17414,11126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,14
,81,,,,9690,90,,127500,15,,,,,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,10000,,,33,20,190,,36,,990,4700,,,,,,,,17647,11275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,82,,,,9818,90,,130000,15,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,10000,,,33,20,190,,36,,990,4700,,,,,,,,17875,11420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,83,,,,9945,90,,132500,15,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,10000,,,33,20,190,,36,,990,4700,,,,,,,,18108,11569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,84,,,,10073,90,,135000,15,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,10000,,,33,20,190,,36,,990,4700,,,,,,,,18343,11719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,15
,85,,,,10200,96,,137500,15,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,10000,,,34,21,195,,38,,1050,5000,,,,,,,,19092,11868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,86,,,,10328,96,,139000,15,,,,,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,10000,,,34,21,195,,38,,1050,5000,,,,,,,,19333,12018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,87,,,,10455,96,,140000,15,,,,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,10000,,,34,21,195,,38,,1050,5000,,,,,,,,19566,12162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,88,,,,10583,96,,141000,15,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,10000,,,34,21,195,,38,,1050,5000,,,,,,,,19807,12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,89,,,,10710,96,,142500,15,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,10000,,,34,21,195,,38,,1050,5000,,,,,,,,20047,12461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18",,,,,,,15
,90,,,,10838,96,,145000,15,,,,,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,10000,,,35,22,200,,40,,1100,5300,,,,,,,,20836,12611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,91,,,,10965,96,,150000,16,,,,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,10000,,,35,22,200,,40,,1100,5300,,,,,,,,21082,12760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,92,,,,11093,96,,155000,16,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,10000,,,35,22,200,,40,,1100,5300,,,,,,,,21323,12906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,93,,,,11220,96,,160000,16,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,10000,,,35,22,200,,40,,1100,5300,,,,,,,,21569,13055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,94,,,,11348,96,,165000,16,,,,,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,10000,,,35,22,200,,40,,1100,5300,,,,,,,,21817,13205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19",,,,,,,15
,95,,,,11475,,,,16,,,,,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,10000,,,36,23,205,,42,,1150,5600,,,,,,,,22643,13354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20",,,,,,,15
"Archer Queen",1,"TID_ARCHER_QUEEN","TID_HERO_INSTRUCTIONS_QUEEN",300,580,2,"DarkElixir",5000,9,500,,750,,136,1,,"sc/ui.sc","icon_hero_archerQueen","unit_archerQueen_big","sc/info_archer.sc","unit_archerQueen_small","sc/ui.sc","ArcherQueen arrow lvl1","ArcherQueen arrow rage",,"Hero Deploy",,,"Archer Queen Hit",,"FALSE","TRUE","TRUE","FALSE",,,,,,,,1000,25,25,"Building Ready",10,,"Elixir",,"Archer Queen Scream",70,-50,300,,"TRUE",,2500,0,"TRUE",0,,,,"Archer",0,"TRUE",0,0,,,"TID_HERO_ABILITY_QUEEN_TITLE","TID_HERO_ABILITY_QUEEN_DESC","icon_hero_archerQueen_ability1","unit_archerQueen_ability1_big",0,2520,1411,1300,,,,,,,,,,,,,,,,,,,,,,,,,2100,500,,-50,"TRUE",,,,,"ArcherQueenDefault",,,,,"TRUE",,,"F","ArcherQueenAbilityHeal","1","TRUE",,"HeroQueen",,2,"Archer Crown; Royal Cloak;",1
,2,,,,592,3,,5500,9,,,,,139,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,0,,,,,,,0,,0,0,,,,,,,,2574,1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1
,3,,,,604,4,,6000,9,,,,,143,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,0,,,,,,,0,,0,0,,,,,,,,2638,1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1
,4,,,,617,5,,6500,9,,,,,146,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,0,,,,,,,0,,0,0,,,,,,,,2694,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,1
,5,,,,630,6,,7000,9,,,,,150,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3600,,,,,,,5,,300,150,,,,,,,,2815,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"HeroQueenLVL5",,,,1
,6,,,,643,7,,7500,9,,,,,154,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3600,,,,,,,5,,300,150,,,,,,,,2883,1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,1
,7,,,,657,8,,8000,9,,,,,157,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3600,,,,,,,5,,300,150,,,,,,,,2942,1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,1
,8,,,,670,9,,8500,9,,,,,162,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3600,,,,,,,5,,300,150,,,,,,,,3019,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,1
,9,,,,685,10,,9000,9,,,,,165,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,3600,,,,,,,5,,300,150,,,,,,,,3080,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,1
,10,,,,699,11,,9500,9,,,,,169,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,3800,,,,,,,6,,355,175,,,,,,,,3212,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,1
,11,,,,714,12,,10000,9,,,,,173,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,3800,,,,,,,6,,355,175,,,,,,,,3284,1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,2
,12,,,,729,12,,10500,9,,,,,178,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,3800,,,,,,,6,,355,175,,,,,,,,3368,1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,2
,13,,,,744,12,,11000,9,,,,,183,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,3800,,,,,,,6,,355,175,,,,,,,,3451,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,2
,14,,,,759,12,,11500,9,,,,,187,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,3800,,,,,,,6,,355,175,,,,,,,,3524,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,2
,15,,,,775,12,,12000,9,,,,,192,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,4000,,,,,,,7,,416,200,,,,,,,,3678,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,2
,16,,,,792,18,,12500,9,,,,,196,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,4000,,,,,,,7,,416,200,,,,,,,,3757,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,2
,17,,,,808,18,,13500,9,,,,,201,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,4000,,,,,,,7,,416,200,,,,,,,,3844,2248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,2
,18,,,,826,18,,14000,9,,,,,207,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,4000,,,,,,,7,,416,200,,,,,,,,3945,2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,2
,19,,,,842,24,,15000,9,,,,,212,,,,,,,,,"ArcherQueen arrow lvl1","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,4000,,,,,,,7,,416,200,,,,,,,,4032,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,2
,20,,,,861,24,,15500,9,,,,,217,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,4200,,,,,,,8,,483,225,,,,,,,,4203,2491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,2
,21,,,,878,24,,16500,9,,,,,223,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,4200,,,,,,,8,,483,225,,,,,,,,4305,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,3
,22,,,,897,24,,17000,9,,,,,228,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,4200,,,,,,,8,,483,225,,,,,,,,4400,2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,3
,23,,,,916,24,,18000,9,,,,,234,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,4200,,,,,,,8,,483,225,,,,,,,,4506,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,3
,24,,,,935,30,,18500,9,,,,,240,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,4200,,,,,,,8,,483,225,,,,,,,,4612,2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,3
,25,,,,954,30,,19500,9,,,,,246,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,4400,,,,,,,9,,557,250,,,,,,,,4805,2883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,3
,26,,,,974,30,,20000,9,,,,,252,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,4400,,,,,,,9,,557,250,,,,,,,,4915,2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,4
,27,,,,995,30,,21000,9,,,,,258,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,4400,,,,,,,9,,557,250,,,,,,,,5027,3016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,4
,28,,,,1016,30,,21500,9,,,,,264,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,4400,,,,,,,9,,557,250,,,,,,,,5139,3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,4
,29,,,,1038,36,,22500,9,,,,,271,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,4400,,,,,,,9,,557,250,,,,,,,,5265,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,4
,30,,,,1059,36,,23500,9,,,,,278,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,4600,,,,,,,10,,638,275,,,,,,,,5486,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,4
,31,,,,1082,36,,24500,10,,,,,285,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,4600,,,,,,,10,,638,275,,,,,,,,5616,3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,5
,32,,,,1104,36,,25500,10,,,,,292,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,4600,,,,,,,10,,638,275,,,,,,,,5743,3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,5
,33,,,,1127,36,,26500,10,,,,,299,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,4600,,,,,,,10,,638,275,,,,,,,,5873,3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,5
,34,,,,1151,42,,27500,10,,,,,307,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,4600,,,,,,,10,,638,275,,,,,,,,6017,3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,5
,35,,,,1175,42,,28500,10,,,,,315,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4800,,,,,,,11,,725,300,,,,,,,,6270,3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,5
,36,,,,1200,42,,29500,10,,,,,322,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4800,,,,,,,11,,725,300,,,,,,,,6407,3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,6
,37,,,,1226,42,,30500,10,,,,,331,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4800,,,,,,,11,,725,300,,,,,,,,6569,4033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,6
,38,,,,1251,42,,31500,10,,,,,338,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4800,,,,,,,11,,725,300,,,,,,,,6705,4117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,6
,39,,,,1278,48,,32500,10,,,,,347,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,4800,,,,,,,11,,725,300,,,,,,,,6870,4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,6
,40,,,,1304,48,,34000,10,,,,,356,,,,,,,,,"ArcherQueen arrow lvl2","ArcherQueen arrow rage",,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,5000,,,,,,,12,,819,325,,,,,,,,7155,4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,6
,41,,,,1331,48,,36000,11,,,,,365,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,5000,,,,,,,12,,819,325,,,,,,,,7322,4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,7
,42,,,,1359,48,,37500,11,,,,,374,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,5000,,,,,,,12,,819,325,,,,,,,,7491,4650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,7
,43,,,,1388,48,,39500,11,,,,,383,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,5000,,,,,,,12,,819,325,,,,,,,,7663,4756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,7
,44,,,,1417,60,,41000,11,,,,,393,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,5000,,,,,,,12,,819,325,,,,,,,,7846,4870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,7
,45,,,,1447,60,,43000,11,,,,,403,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5200,,,,,,,13,,920,350,,,,,,,,8170,5124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,7
,46,,,,1478,60,,44500,11,,,,,413,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5200,,,,,,,13,,920,350,,,,,,,,8361,5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,8
,47,,,,1508,60,,46500,11,,,,,423,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5200,,,,,,,13,,920,350,,,,,,,,8550,5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,8
,48,,,,1540,60,,49000,11,,,,,434,,,,,,,,,"ArcherQueen arrow lvl3","ArcherQueen arrow rage2",,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,5200,,,,,,,13,,920,350,,,,,,,,8756,5491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,8
