"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize"
"PetPoisonIguanaDefault","Poison Lizard","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/poisoniguana_default_geo.glb","sc3d/poisoniguana_default_a.ktx","sc3d/poisoniguana_default_n.ktx","sc3d/poisoniguana_default_m.ktx",,,,"PoisonIguanaDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,100,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"PetPhoenixDefault","Phoenix","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.ktx","sc3d/pheonix_default_n.ktx","sc3d/pheonix_default_m.ktx",,,,"PhoenixDefault",,10000,225,225,,,,,,,,,,,,,,,,,"jaw_s","hips_s",,,,,"Default",,90,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"PetDiggyDefault","Diggy","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/diggy_default_geo.glb","sc3d/diggy_default_a.ktx","sc3d/diggy_default_n.ktx","sc3d/diggy_default_m.ktx",,,,"DiggyDefault",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,170,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"PetPhoenixEggDefault","PhoenixEgg","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/pheonix_default_geo.glb","sc3d/pheonix_default_a.ktx","sc3d/pheonix_default_n.ktx","sc3d/pheonix_default_m.ktx",,,,"PhoenixEggDefault",,10000,225,225,,,,,,,,,,,,,,,,,,,,,,,"Default",,40,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"LeagueChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GoblinChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ClashiversaryChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GingerbreadChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ChampionChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"LNY24Champion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"SpaceChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"EgyptianChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"FootballChampion","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion026","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ClashiversaryWarden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GingerbreadWarden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"LNY24Warden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"SpaceWarden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"EgyptianWarden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"FootballWarden","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GrandWarden027","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GrandWarden028","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GrandWarden029","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"GrandWarden030","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"LunarKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"WinterKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"EgyptianKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"SpaceKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"SquadKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"HaalandKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"FootballKing","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing038","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BuilderApprentice",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.ktx","sc3d/apprenticebuilder_default_geo.glb","sc3d/apprenticebuilder_default_a.ktx","sc3d/apprenticebuilder_default_n.ktx","sc3d/apprenticebuilder_default_m.ktx",,,,"ApprenticeBuilderSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"BarbarianKing040","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"LNY24Queen","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"SpaceQueen","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"EgyptianQueen","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"FootballQueen","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen035","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen036","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen037","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen038","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen039","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"ArcherQueen040","Archer Queen","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"WarmachineDefault","Warmachine","TRUE","FALSE","TID_WARMACHINE","image/skin_icons/bm_original.ktx","sc3d/buildermachine_default_geo.glb","sc3d/buildermachine_default_a.ktx","sc3d/buildermachine_default_n.ktx","sc3d/buildermachine_default_m.ktx",,,,"BuilderMachineDefaultSkin",,10000,225,225,,,"Warmachine Deploy","Warmachine Attack",,,,"Warmachine Hit","Warmachine Die",,,,"Warmachine Power Hit",,,"warmachine_weapon_glow",,"hips_s",,,,,"Default",,200,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"ArmoredMachine","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine002","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine003","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine004","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine005","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine006","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine007","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine008","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine009","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"Warmachine010","Warmachine","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopterDefault","Battle Copter","TRUE","FALSE","TID_HERO_BATTLE_COPTER","image/skin_icons/bc_original.ktx","sc3d/battlecopter_default_geo.glb","sc3d/battlecopter_default_a.ktx","sc3d/battlecopter_default_n.ktx","sc3d/battlecopter_default_m.ktx",,,,"BattleCopterDefaultSkin",,10000,225,225,,,"Battle Copter Deploy","Battle Copter Attack",,,,"Battle Copter Hit","Battle Copter Die",,,,,,,,,"mainBody_s",,,,,"Default",,150,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE",,,0,0
"BattleCopter001","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter002","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter003","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter004","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter005","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter006","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter007","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter008","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter009","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BattleCopter010","Battle Copter","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion027","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion028","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion029","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion030","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion031","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion032","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion033","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion034","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion035","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion036","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion037","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion038","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion039","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"RoyalChampion040","Warrior Princess","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"PetFennecDefault","Phase Fennec","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/fennec_default_geo.glb","sc3d/fennec_default_a.ktx","sc3d/fennec_default_n.ktx","sc3d/fennec_default_m.ktx",,,,"FennecDefault",,10000,225,225,,,"Barky Fennec Deploy",,,,,,,,,,,,,,,"hips_s",,,,,"Default",,60,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"RageJellyDefault","Angry Jelly","TRUE","FALSE",,"image/skin_icons/bk_original.ktx","sc3d/ragejelly_default_geo.glb","sc3d/ragejelly_default_a.ktx","sc3d/ragejelly_default_n.ktx","sc3d/ragejelly_default_m.ktx",,,,"RageJellyDefault",,10000,225,225,,,"RageJelly Deploy",,,,,,,,,,,,,,"rootPart2_s","hip_s",,,,,"Default",,80,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","sc/buildings.sc","simple_shadow_small",127,0
"BuilderApprenticeMenu",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.ktx","sc3d/apprenticebuilder_default_geo.glb","sc3d/apprenticebuilder_default_a.ktx","sc3d/apprenticebuilder_default_n.ktx","sc3d/apprenticebuilder_default_m.ktx",,,,"ApprenticeBuilderMenuSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,0,0
"BarbarianKing042","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing043","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing044","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing045","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing046","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing047","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing048","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing049","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
"BarbarianKing050","Barbarian King","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default",,100,"LEGENDARY",,,,,,,,,,,,,,,,,
