"Name","LinkedPackageID","BillingPackage","TID","InfoTID","AnimatedTID","Disabled","ExistsApple","ExistsAndroid","ExistsKunlun","ExistsBazaar","ExistsTencent","ExistsAmazon","ExistsSCID","DurationDays","ShopItemExportName","ShopInfoItemExportName","ShopItemBG","ShopItemBGColor","TownhallLimitMin","TownhallLimitMax","VillageType","Buildings","BuildingType","BuildingNumber","BuildingLevel","UnlocksTroop","TroopType","GiftGems","GiftUsers","Resources","ResourceAmounts","ResourceAmountFromThCSV","THResourceMultiplier","MagicItems","MagicItemAmounts","RED","Priority","FrontPageItem","TreasureItem","ReplacesBillingPackage","ValueForUI","ValueStarsForUI","TimesCanBePurchased","PremiumPass","EventPass"
"SCIDDiamondPack5",,"com.supercell.magic.scid.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack6",,"com.supercell.magic.scid.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDPremiumPassBundle",,"com.supercell.store.magic.goldpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDPremiumPassBundle3",,"com.supercell.store.magic.goldpassbundle3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall15_2022NEW",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall15_2022NEW_ALT",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_2022REFRESH",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_2022REFRESH",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_2022REFRESH",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_2022REFRESH",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_2022REFRESH",,"com.supercell.magic.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_2022REFRESH_ALT",,"com.supercell.magic.th10refreshalt_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_2022REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_2022REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_2022REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_2022REFRESH_ALT",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack1_10",,"com.supercell.magic.scid10.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack2_10",,"com.supercell.magic.scid10.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack3_10",,"com.supercell.magic.scid10.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack4_10",,"com.supercell.magic.scid10.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack5_10",,"com.supercell.magic.scid10.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCIDDiamondPack6_10",,"com.supercell.magic.scid10.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_1_5",,"com.supercell.magic.razer5.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_2_5",,"com.supercell.magic.razer5.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_3_5",,"com.supercell.magic.razer5.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_4_5",,"com.supercell.magic.razer5.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_5_5",,"com.supercell.magic.razer5.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_6_5",,"com.supercell.magic.razer5.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_1_10",,"com.supercell.magic.razer10.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_2_10",,"com.supercell.magic.razer10.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_3_10",,"com.supercell.magic.razer10.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_4_10",,"com.supercell.magic.razer10.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_5_10",,"com.supercell.magic.razer10.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_6_10",,"com.supercell.magic.razer10.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_1_15",,"com.supercell.magic.razer15.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_2_15",,"com.supercell.magic.razer15.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_3_15",,"com.supercell.magic.razer15.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_4_15",,"com.supercell.magic.razer15.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_5_15",,"com.supercell.magic.razer15.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_6_15",,"com.supercell.magic.razer15.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_1_20",,"com.supercell.magic.razer20.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_2_20",,"com.supercell.magic.razer20.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_3_20",,"com.supercell.magic.razer20.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_4_20",,"com.supercell.magic.razer20.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_5_20",,"com.supercell.magic.razer20.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_6_20",,"com.supercell.magic.razer20.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerGoldPass",,"com.supercell.magic.razer.goldpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_1_5",,"com.supercell.magic.coda5.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_2_5",,"com.supercell.magic.coda5.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_3_5",,"com.supercell.magic.coda5.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_4_5",,"com.supercell.magic.coda5.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_5_5",,"com.supercell.magic.coda5.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_6_5",,"com.supercell.magic.coda5.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_1_10",,"com.supercell.magic.coda10.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_2_10",,"com.supercell.magic.coda10.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_3_10",,"com.supercell.magic.coda10.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_4_10",,"com.supercell.magic.coda10.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_5_10",,"com.supercell.magic.coda10.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_6_10",,"com.supercell.magic.coda10.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_1_20",,"com.supercell.magic.coda20.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_2_20",,"com.supercell.magic.coda20.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_3_20",,"com.supercell.magic.coda20.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_4_20",,"com.supercell.magic.coda20.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_5_20",,"com.supercell.magic.coda20.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaDiamondPack_6_20",,"com.supercell.magic.coda20.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CodaGoldPass",,"com.supercell.magic.coda.goldpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_1",,"com.supercell.magic.razer.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_2",,"com.supercell.magic.razer.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_3",,"com.supercell.magic.razer.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_4",,"com.supercell.magic.razer.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_5",,"com.supercell.magic.razer.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RazerDiamondPack_6",,"com.supercell.magic.razer.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builder_Mega3_Bundle",,"com.supercell.magic.builder1_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Builder_Mega2_Bundle",,"com.supercell.magic.builder1_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Google_Play_Points_Reward_Cosmetic",,"com.supercell.magic.playpoints1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Google_Play_Points_Reward_Gems",,"com.supercell.magic.playpoints2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_1",,"com.supercell.magic.midas.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_2",,"com.supercell.magic.midas.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_3",,"com.supercell.magic.midas.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_4",,"com.supercell.magic.midas.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_5",,"com.supercell.magic.midas.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_6",,"com.supercell.magic.midas.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_1_5",,"com.supercell.magic.midas5.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_2_5",,"com.supercell.magic.midas5.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_3_5",,"com.supercell.magic.midas5.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_4_5",,"com.supercell.magic.midas5.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_5_5",,"com.supercell.magic.midas5.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_6_5",,"com.supercell.magic.midas5.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_1_10",,"com.supercell.magic.midas10.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_2_10",,"com.supercell.magic.midas10.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_3_10",,"com.supercell.magic.midas10.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_4_10",,"com.supercell.magic.midas10.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_5_10",,"com.supercell.magic.midas10.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_6_10",,"com.supercell.magic.midas10.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_1_15",,"com.supercell.magic.midas15.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_2_15",,"com.supercell.magic.midas15.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_3_15",,"com.supercell.magic.midas15.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_4_15",,"com.supercell.magic.midas15.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_5_15",,"com.supercell.magic.midas15.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_6_15",,"com.supercell.magic.midas15.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_1_20",,"com.supercell.magic.midas20.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_2_20",,"com.supercell.magic.midas20.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_3_20",,"com.supercell.magic.midas20.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_4_20",,"com.supercell.magic.midas20.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_5_20",,"com.supercell.magic.midas20.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasDiamondPack_6_20",,"com.supercell.magic.midas20.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MidasGoldPass",,"com.supercell.magic.midas.goldpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_1",,"com.supercell.magic.carry.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_2",,"com.supercell.magic.carry.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_3",,"com.supercell.magic.carry.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_4",,"com.supercell.magic.carry.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_5",,"com.supercell.magic.carry.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_6",,"com.supercell.magic.carry.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_1_5",,"com.supercell.magic.carry5.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_2_5",,"com.supercell.magic.carry5.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_3_5",,"com.supercell.magic.carry5.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_4_5",,"com.supercell.magic.carry5.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_5_5",,"com.supercell.magic.carry5.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_6_5",,"com.supercell.magic.carry5.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_1_10",,"com.supercell.magic.carry10.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_2_10",,"com.supercell.magic.carry10.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_3_10",,"com.supercell.magic.carry10.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_4_10",,"com.supercell.magic.carry10.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_5_10",,"com.supercell.magic.carry10.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_6_10",,"com.supercell.magic.carry10.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_1_15",,"com.supercell.magic.carry15.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_2_15",,"com.supercell.magic.carry15.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_3_15",,"com.supercell.magic.carry15.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_4_15",,"com.supercell.magic.carry15.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_5_15",,"com.supercell.magic.carry15.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_6_15",,"com.supercell.magic.carry15.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_1_20",,"com.supercell.magic.carry20.diamond_pack_1",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_2_20",,"com.supercell.magic.carry20.diamond_pack_2",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_3_20",,"com.supercell.magic.carry20.diamond_pack_3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_4_20",,"com.supercell.magic.carry20.diamond_pack_4",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_5_20",,"com.supercell.magic.carry20.diamond_pack_5",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryDiamondPack_6_20",,"com.supercell.magic.carry20.diamond_pack_6",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CarryGoldPass",,"com.supercell.magic.carry.goldpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Google_Play_Points_Reward_Gems_50",,"com.supercell.magic.playpoints3",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EventPass",,"com.supercell.magic.eventpass",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall15_2023NEW",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall15_2023NEW_ALT",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_2023REFRESH",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_2023REFRESH",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_2023REFRESH",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_2023REFRESH",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_2023REFRESH",,"com.supercell.magic.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall10_2023REFRESH_ALT",,"com.supercell.magic.resource_9.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall11_2023REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall12_2023REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall13_2023REFRESH_ALT",,"com.supercell.magic.resource_19.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall14_2023REFRESH_ALT",,"com.supercell.magic.resource_49.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_2023REFRESH",,"com.supercell.magic.softconversion_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall4_2023REFRESH_ALT",,"com.supercell.magic.softconversion_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_2023REFRESH",,"com.supercell.magic.softconversion_2.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall5_2023REFRESH_ALT",,"com.supercell.magic.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_2023REFRESH",,"com.supercell.magic.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall6_2023REFRESH_ALT",,"com.supercell.magic.resource_4.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TownHall7_2023REFRESH",,"com.supercell.magic.resource_6.99",,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
