"Name","SWF","ExportName","ParticleEmitter","AltParticleEmitter","EmitterDelayMs","IsoLayer","CameraShake","CameraShakeTimeMS","CameraShakeInReplay","AttachToParent","OrientToParent","SortInFrontOfParent","DestroyWhenParentDies","DetachAfterStart","Targeted","Looping","Beam","SpawnLimit","MinLifeTime","Sound","Volume","MinPitch","MaxPitch","SoundDelay","StopSound","PitchIncrease","FadeMusic","OffsetFromGunBone","AttachLocator","OffsetX","OffsetY","OffsetZ","Scale","LifeTimeScale","MaxInstances","SpawnEffect","SpawnEffectDelay","FadeIn","FadeOut","ParticleEmitter3D"
"Capital Super Dragon Hit",,,"Super_dragon_burn",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bomb_tower_hit_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,75,100,0,,,0,0,
,,,"Super_dragon_fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_dragon_hit_spark",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_dragon_dusting",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Super Miner Bomb Appear",,,"Building Destroyed",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/building_destroyed_01.ogg",80,85,95,0,FALSE,0,FALSE,FALSE,,0,0,-75,75,55,0,,,0,0,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Super_Miner Bomb Appear1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Super Miner death",,,"Force",,0,"Objects",100,1000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/mortar_hit_01.ogg",80,60,80,0,FALSE,0,FALSE,FALSE,,0,0,0,90,100,0,,,0,0,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"explosion_blast",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_1",,,"CapitalMegaLightning_1",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,FALSE,0,FALSE,FALSE,,0,0,-55,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_1_chain",,,"CapitalMegaLightning_1_chain",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_2",,,"CapitalMegaLightning_1",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,FALSE,0,FALSE,FALSE,,0,0,-12,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"CapitalMegaTesla Attack_3",,,"CapitalMegaLightning_1",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,50,0,"sfx/tesla_zap_01.ogg",40,90,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,,,,,,,,,,,,,,,,,,"sfx/tesla_zap_03.ogg",40,100,120,,,,,,,,,,,,,,,,,
"Catapult Area Effects",,,"MultiMortar_burn_loop",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/bomb_tower_hit_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"MultiMortar_burn_embers1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MultiMortar_burn_embers2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MultiMortar_burn_embers3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catapult Attack",,,"Mortar_flash",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/fire_siege_fire_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Mortar_smoke2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Mortar_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catapult Big Hit",,,"Hit",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/rock_troll_explo_01.ogg",90,105,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Cannon",,0,,,,,,,,,,,,,,,"sfx/rock_troll_hit_02.ogg",90,105,110,,,,,,,,,,,,,,,,,
,,,"Arrow_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit4",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Deploy",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_hit5",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Catapult Ground Effects",,,"MultiMortar_hit_radius",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Catapult Hit",,,"bomb_crater_small",,0,"Objects",30,850,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/mortar_hit_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Catapult_rangeRing1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_1_small",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Stone_explosion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl6",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"MortarHit_lvl8",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Catapult_firespirits",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Catapult_fireground",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cauldron Pickup",,,"CauldronSplat",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/tap_cauldron_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"CC Cannon Attack",,,"cannon_lightFlash",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,"sfx/cannon_08.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,-39,100,100,0,,,0,0,
,,,"Cannon_flash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_fireBalls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CC Cannon Attack Large",,,"cannon_lightFlash2",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,"sfx/cannon_08.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,-24,100,100,0,,,0,0,
,,,"Cannon_flash2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_smoke2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Cannon_fireBalls2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Champion Ability Effect",,,"champion_heal_fx",,190,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/ancient_defcon_2.ogg",80,150,150,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"heal_ring_champion",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"champion_ray_fx",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"hero_heal_lightrays",,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Change Scenery",,,"scenery_aftersparkle",,100,"Top",50,200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/change_scenery_sfx_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"scenery_glow_top",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"chimney_smoke",,,"chimney_smoke",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Clear Bonus Gems",,,"Bonus_Gems",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/collect_diamonds_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Gem_light_streaks",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clear Halloween Coffin",,,"Grass",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clear_tombstone_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Dust2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"ghost_rise",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clear Megatombstone",,,"Tombstone_loot",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clear_tombstone_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Clear Tombstone",,,"Grass",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clear_tombstone_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Dust2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clock Tower Pickup",,,"Grass",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clock_tower_pickup_04.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Clock Tower Placing",,,"Place",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clock_tower_place_04.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clone deploy",,,"clone_deploy_range_lvl1",,0,"Ground",0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/copy_spell_deploy_01.ogg",95,97,97,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Clone deploy top",,,"clone_twirl01_lvl1",,0,"Ground",0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"clone_black_mist_lvl1",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clone_Predeploy",,,"clone_bottleDrop",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/vial_fall_02.ogg",80,95,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Clone_Unit_For_Cloning_Selected",,,"Clone_selected_lvl1_top",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Clone_selected_lvl1_ground",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clone_Unit_New_Cloned_Unit_Appear",,,"Clone_appear_lvl1",,0,"Ground",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/copy_01.ogg",80,95,95,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Capital Gold",,,,,,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/collect_capital_gold_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Dark Elixir",,,"Collect Dark Elixir",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_elixir_collect.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Diamonds",,,"Collect Diamonds",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/collect_diamonds_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Diamonds2",,,"Collect Diamonds2",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/collect_diamonds_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Dough Elixir",,,"Collect Dough Elixir",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/elixir_collect_02.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Elixir",,,"Collect Elixir",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/elixir_collect_02.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Gold",,,"Collect Gold",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/coins_collect_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Gold_2",,,"Collect Gold_2",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/coins_collect_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Collect Sour Elixir",,,"Collect Sour Elixir",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/elixir_collect_02.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"CraterToGrass",,,,,,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/clash_grass_pop_01.ogg",20,85,115,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"CrusherAttack",,,"Super_ground_bomb_area",,0,"Objects",40,500,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/crusher_atk_02.ogg",90,99,101,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Force",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_MegaGrass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Crusher_Dust2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAQ Attack",,,"ArcherQueen_attack",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/daq_attack_sfx_01.ogg",80,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"DAQ_Cheer",,,,,,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/daq_cheer_sfx_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"DAQ_Wardrobe",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6000,"sfx/daq_menu_sfx_01.ogg",90,100,100,0,TRUE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Balloon Exposion",,,"Stone",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,"sfx/cannon_fire3.ogg",60,75,85,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Grass",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Ring",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Wizard_Tower_lightFlash",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Explosion_3",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Fire_balls",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Smoke",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_wood",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Balloon_Die_darkBloon",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Elixir Drill Pickup",,,"Grass",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_drill_pickup_02.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Elixir Drill Place",,,"Grass",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_drill_place_07.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Elixir Storage Pickup",,,"Grass",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_storage_pickup.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Elixir Storage Place",,,"Grass",,0,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/dark_storage_place.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Attack 1",,,"DarkRay_1_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",40,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Attack 2",,,"DarkRay_2_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",60,120,120,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Attack 3",,,"DarkRay_3_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",80,140,140,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Hit",,,"Dark Tower Hit sparks",,0,"Top",0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,,,,,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"Light Dust",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Dark Tower Hit",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Tower Load",,,"Dark Tower Load",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/darktower_reload_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower lvl3 Attack 1",,,"DarkRay_lvl3_1_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",40,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower lvl3 Attack 2",,,"DarkRay_lvl3_2_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",60,120,120,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower lvl3 Attack 3",,,"DarkRay_lvl3_3_light",,0,"Top",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,20,0,"sfx/laser_loop_02.ogg",80,140,140,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower No Ammo",,,"Dark Tower Empty",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/darktower_noammo_02.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Pickup",,,"Grass",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/darktower_pickup_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Placing",,,"Grass",,0,"Objects",0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/darktower_place_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Target",,,"Place",,0,"Top",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/darktower_place_01.ogg",80,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Up 2",,,"DarkRay Up2",,0,"Objects",30,300,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/beam_up_02.ogg",60,90,90,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Dark Tower Up 3",,,"DarkRay Up3",,0,"Objects",40,400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/beam_up_02.ogg",75,110,110,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Derby_Open",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/leg_league_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Derby_Pony",,,,,,"None",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,"sfx/tap_clan_horse_01.ogg",70,100,100,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
"Diggy Appear",,,"miner_surface",,0,"Objects",0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,150,0,"sfx/diggy_appear_01.ogg",70,95,105,0,FALSE,0,FALSE,FALSE,,0,0,0,100,100,0,,,0,0,
,,,"miner_surface2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"diggy_deploy_dig",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"diggy_deploy_dig_shadow",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
